,PatentNumber,IPC
3698,CN105998599-A,A61P-011/00
3699,WO2016156888-A1,A61K-031/352
3700,WO2016156888-A1,A61P-031/12
3701,AR100449-A1,A23K-001/16
3702,AR100449-A1,A23K-001/18
3703,CN105943540-A,A61K-031/56
3704,CN105943540-A,A61P-011/00
3705,WO2016145142-A1,A61K-031/7068
3706,WO2016145142-A1,A61K-031/7072
3707,CN105925542-A,A61K-048/00
3708,CN105925542-A,A61P-031/14
3709,CN105925729-A,C12N-015/11
3710,CN105925729-A,C12Q-001/68
3711,WO2016138160-A1,A61K-039/12
3712,WO2016138160-A1,C07K-014/165
3713,WO2016138125-A1,A61K-036/47
3714,WO2016138125-A1,A61P-001/12
3715,KR1651948-B1,A23L-001/30
3716,KR1651948-B1,A61K-036/233
3717,WO2016134373-A2,A61K-039/02
3718,WO2016134373-A2,C07K-014/20
3719,WO2016131100-A1,A61K-031/381
3720,WO2016131100-A1,A61K-031/426
3721,CN105886523-A,A61K-039/225
3722,CN105886523-A,A61P-031/14
3723,CN205503087-U,E21B-017/10
3724,CN205503087-U,E21B-033/13
3725,WO2016130830-A1,A61K-031/616
3726,WO2016130830-A1,A23G-003/56
3727,WO2016130569-A1,A61K-039/12
3728,WO2016130569-A1,A61K-039/00
3729,WO2016128541-A1,A61K-031/41
3730,WO2016128541-A1,A61K-031/4192
3731,US2016229833-A1,C07D-401/06
3732,US2016229833-A1,C07D-471/04
3733,US2016229872-A1,C07D-487/04
3734,US2016229872-A1,C07D-513/04
3735,US2016229864-A1,C07D-495/04
3736,US2016229864-A1,A61K-031/519
3737,US2016228415-A1,A61K-031/426
3738,US2016228415-A1,A61K-009/00
3739,CN105837487-A,A61K-031/4025
3740,CN105837487-A,A61K-031/422
3741,US2016222010-A1,C07D-471/04
3742,US2016222010-A1,A61K-031/4188
3743,WO2016123318-A2,A61K-031/506
3744,WO2016123318-A2,A61P-031/12
3745,WO2016123571-A1,A61K-031/519
3746,WO2016123571-A1,C07D-471/12
3747,CN105821159-A,C12N-015/11
3748,CN105821159-A,C12Q-001/68
3749,WO2016118780-A1,C12N-015/63
3750,WO2016118780-A1,C12N-015/85
3751,US2016213647-A1,A61K-031/415
3752,US2016213647-A1,A61K-045/06
3753,CN105797164-A,A61K-039/215
3754,CN105797164-A,A61K-039/225
3755,CN105797153-A,A61K-039/39
3756,CN105797153-A,A61P-037/04
3757,WO2016112552-A1,A61K-031/185
3758,WO2016112552-A1,A61P-001/04
3759,WO2016112553-A1,A61K-031/047
3760,WO2016112553-A1,A61K-031/07
3761,WO2016114669-A1,A61K-039/215
3762,WO2016114669-A1,C07K-014/165
3763,EP3045181-A1,A61K-039/215
3764,EP3045181-A1,C07K-014/005
3765,US2016199407-A1,A61K-033/00
3766,US2016199407-A1,A61K-033/18
3767,WO2016110593-A1,A61K-038/17
3768,WO2016110593-A1,A61K-039/395
3769,WO2016111568-A1,C12Q-001/37
3770,WO2016111568-A1,G01N-021/17
3771,CN105748629-A,A61K-036/718
3772,CN105748629-A,A61P-001/12
3773,CN105753841-A,A61K-031/4439
3774,CN105753841-A,A61P-031/16
3775,KR2016083167-A,G01N-027/327
3776,KR2016083167-A,G01N-033/483
3777,JP2016121081-A,A61K-038/00
3778,JP2016121081-A,A61K-009/72
3779,CN105734168-A,C12Q-001/68
3780,CN105734168-A,C12Q-001/70
3781,CN105738619-A,G01N-033/569
3782,BY20174-C1,A61K-039/295
3783,BY20174-C1,A61K-039/15
3784,US2016185786-A1,C07D-487/04
3785,US2016185786-A1,A61K-031/53
3786,US2016185785-A1,C07D-487/04
3787,US2016185785-A1,C07D-519/00
3788,WO2016106050-A1,A61K-031/7068
3789,WO2016106050-A1,A61P-031/18
3790,CN105717287-A,G01N-033/543
3791,CN105713993-A,C12N-015/11
3792,CN105713993-A,C12Q-001/68
3793,CN105687226-A,A61K-031/353
3794,CN105687226-A,A61K-031/7024
3795,WO2016093882-A1,A61L-002/18
3796,WO2016093882-A1,A01N-033/12
3797,WO2016091181-A1,A61K-039/00
3798,WO2016091181-A1,A61K-039/385
3799,US2016168615-A1,C12Q-001/04
3800,CN105671207-A,C12N-015/11
3801,CN105671207-A,C12Q-001/68
3802,CN105671209-A,C12N-015/11
3803,CN105671209-A,C12Q-001/68
3804,CN105671006-A,C12N-015/62
3805,CN105671006-A,C12N-007/01
3806,US2016160178-A1,A61K-039/07
3807,US2016160178-A1,A61K-039/12
3808,WO2016090345-A1,A61K-031/14
3809,WO2016090345-A1,A61K-039/215
3810,WO2016085889-A1,A01K-067/027
3811,WO2016085889-A1,C07K-014/725
3812,US2016151436-A1,A61K-031/045
3813,US2016151436-A1,A61K-031/14
3814,CN105624335-A,C12Q-001/68
3815,CN105624335-A,C12Q-001/70
3816,WO2016079265-A1,A23L-002/395
3817,WO2016079265-A1,A23L-002/60
3818,WO2016077190-A1,A61K-035/74
3819,WO2016077190-A1,A61P-011/00
3820,US2016129110-A1,A61K-035/28
3821,US2016129110-A1,A61K-039/42
3822,WO2016073947-A1,A61K-031/352
3823,WO2016073947-A1,A61K-031/14
3824,CN105567874-A,C12Q-001/68
3825,CN105567874-A,C12Q-001/70
3826,WO2016068663-A1,B01L-003/00
3827,WO2016068663-A1,B01L-007/00
3828,CN105535012-A,A61K-031/353
3829,CN105535012-A,A61K-031/7024
3830,CN105543257-A,A01K-067/027
3831,CN105543257-A,C12N-015/57
3832,CN105543248-A,A61K-039/215
3833,CN105543248-A,A61K-048/00
3834,CN105543409-A,C12Q-001/68
3835,CN105543409-A,C12Q-001/70
3836,US2016114037-A1,A61K-039/42
3837,US2016114037-A1,A61K-045/06
3838,US2016115221-A1,C07K-016/06
3839,US2016115221-A1,C07K-016/10
3840,JP2016065037-A,A61K-036/05
3841,JP2016065037-A,A61P-031/12
3842,WO2016065348-A1,A61K-031/4706
3843,WO2016065348-A1,A61P-031/04
3844,KR2016043237-A,A23K-001/16
3845,KR2016043237-A,A23K-001/18
3846,CN105510596-A,G01N-033/552
3847,CN105510596-A,G01N-033/569
3848,WO2016057618-A1,A01N-043/00
3849,WO2016057618-A1,A61K-039/00
3850,CN105483291-A,C12N-015/11
3851,CN105483291-A,C12Q-001/68
3852,CN105483290-A,C12N-015/11
3853,CN105483290-A,C12Q-001/68
3854,WO2016054338-A1,A23K-001/14
3855,WO2016054338-A1,A23K-001/16
3856,CN105463129-A,C12N-015/11
3857,CN105463129-A,C12Q-001/04
3858,WO2016046357-A1,A61K-039/00
3859,WO2016046357-A1,A61K-039/39
3860,WO2016049483-A1,A61M-001/14
3861,WO2016043661-A1,A61K-038/05
3862,WO2016043661-A1,A61K-048/00
3863,WO2016044839-A2,A61K-038/08
3864,WO2016044839-A2,A61K-039/39
3865,WO2016043213-A1,A61K-035/02
3866,WO2016043213-A1,A61K-035/56
3867,CN105412151-A,A61K-031/40
3868,CN105412151-A,A61K-033/30
3869,CN105420412-A,C12N-015/11
3870,CN105420412-A,C12Q-001/68
3871,CN105395712-A,A61K-036/85
3872,CN105395712-A,A61P-011/00
3873,CN105400910-A,C12N-015/11
3874,CN105400910-A,C12Q-001/68
3875,WO2016034610-A1,A61K-039/12
3876,WO2016034610-A1,C07K-014/005
3877,CN105388288-A,G01N-033/533
3878,CN105388288-A,G01N-033/569
3879,WO2016033416-A1,A01N-041/02
3880,WO2016033416-A1,A61B-018/02
3881,CN205067499-U,G01N-033/569
3882,WO2016027135-A1,A61K-039/395
3883,WO2016027135-A1,A61K-039/42
3884,CN105349498-A,C12N-005/10
3885,CN105349498-A,C12N-007/00
3886,KR1593641-B1,C07K-016/10
3887,KR1593641-B1,G01N-033/569
3888,WO2016021602-A1,A61K-039/00
3889,WO2016021602-A1,A61K-045/00
3890,WO2016016316-A1,A61K-031/4704
3891,WO2016016316-A1,A61P-029/00
3892,US2016032271-A1,C12N-011/04
3893,US2016032271-A1,C12N-013/00
3894,WO2016012793-A1,A61K-039/00
3895,WO2016012793-A1,A61K-039/215
3896,JP2016014019-A,A01N-043/50
3897,JP2016014019-A,A01N-043/52
3898,WO2016009326-A1,C12N-015/867
3899,WO2016009326-A1,C12N-015/86
3900,KR2016007950-A,A61K-031/015
3901,KR2016007950-A,A61K-031/05
3902,CN105250555-A,A61K-036/8888
3903,CN105250555-A,A61P-031/14
3904,WO2016007576-A2,A61K-039/215
3905,WO2016007576-A2,A61K-039/00
3906,US2015376584-A1,C12N-009/22
3907,US2015376584-A1,A01N-063/00
3908,RU158367-U1,C02F-001/46
3909,RU158367-U1,C02F-001/78
3910,US2015367007-A1,A61L-002/08
3911,US2015367007-A1,A01N-059/00
3912,US2015366888-A1,A61K-031/7068
3913,US2015366888-A1,A61K-031/7072
3914,US2015369806-A1,C23C-014/18
3915,US2015369806-A1,C23C-014/34
3916,CN105169384-A,A61K-039/215
3917,CN105169384-A,A61P-031/14
3918,WO2015192077-A1,A61K-031/553
3919,WO2015192077-A1,A61P-031/14
3920,US2015359877-A1,A61K-039/21
3921,CN105154583-A,C12Q-001/68
3922,CN105154583-A,C12Q-001/70
3923,WO2015184466-A1,C12N-015/82
3924,WO2015184466-A1,C12N-015/10
3925,US2015342932-A1,A61K-031/429
3926,US2015342932-A1,A61K-031/47
3927,WO2015184164-A1,A01K-067/027
3928,WO2015184164-A1,C12Q-001/68
3929,WO2015184101-A1,A61K-036/47
3930,WO2015184101-A1,A61K-031/352
3931,WO2015184356-A1,A61K-038/00
3932,WO2015184356-A1,A61K-038/16
3933,CN105112559-A,C12N-015/11
3934,CN105112559-A,C12Q-001/68
3935,WO2015178700-A1,A61K-036/752
3936,WO2015178700-A1,A61P-031/12
3937,AU2015255165-A1,A61K-039/02
3938,AU2015255165-A1,A61K-039/10
3939,US2015337029-A1,A61K-039/395
3940,US2015337029-A1,A61K-045/06
3941,WO2015177351-A1,A61K-031/675
3942,WO2015177351-A1,A61P-031/12
3943,CN105079226-A,A61K-031/045
3944,CN105079226-A,A61K-033/06
3945,CN105087732-A,A61K-036/8988
3946,CN105087732-A,A61K-038/01
3947,WO2015174923-A1,C12Q-001/68
3948,WO2015175382-A1,C12N-015/63
3949,WO2015175382-A1,A61K-039/00
3950,CN105056237-A,A61K-031/695
3951,CN105056237-A,A61K-045/00
3952,WO2015172099-A1,A61K-031/428
3953,WO2015172099-A1,A61P-031/12
3954,US2015320801-A1,A61K-035/28
3955,EP2942627-A1,A61K-039/00
3956,EP2942627-A1,G01N-033/569
3957,CN105039598-A,C12Q-001/68
3958,CN105039598-A,C12Q-001/70
3959,CN105018648-A,C12N-015/11
3960,CN105018648-A,C12Q-001/68
3961,CN105018644-A,C12Q-001/04
3962,CN105018644-A,C12Q-001/68
3963,WO2015164865-A1,A61K-039/00
3964,WO2015164865-A1,C07K-014/165
3965,WO2015161908-A1,A61K-031/7056
3966,WO2015161908-A1,A61K-038/12
3967,WO2015158913-A1,A61K-031/7068
3968,WO2015158913-A1,A61K-031/7072
3969,US2015299194-A1,C07D-471/04
3970,US2015299194-A1,A61K-031/4188
3971,US2015297821-A1,A61M-001/36
3972,US2015297821-A1,A61K-031/44
3973,WO2015157223-A1,A61K-031/135
3974,WO2015157223-A1,A61K-031/435
3975,WO2015157115-A1,C07D-471/04
3976,WO2015157115-A1,C07D-487/04
3977,WO2015157127-A1,C07D-471/04
3978,WO2015157127-A1,C07D-487/04
3979,WO2015157128-A1,A61K-031/519
3980,WO2015157128-A1,C07D-487/04
3981,WO2015157125-A1,A61K-031/519
3982,WO2015157125-A1,C07D-487/04
3983,US2015290134-A1,A61K-038/18
3984,US2015290134-A1,A61K-038/47
3985,CN104958755-A,A61K-038/14
3986,CN104958755-A,A61P-031/14
3987,WO2015148768-A2,A61K-038/46
3988,WO2015148768-A2,A61P-031/12
3989,CN104940901-A,A61K-038/17
3990,CN104940901-A,A61K-045/06
3991,SG10201400214-A1,C12N-000/00
3992,WO2015143335-A1,A61K-039/215
3993,WO2015143335-A1,A61P-031/12
3994,CN104928402-A,C12Q-001/68
3995,CN104928402-A,C12Q-001/70
3996,WO2015137846-A1,A61K-038/05
3997,WO2015137846-A1,A61P-001/04
3998,CN104911278-A,C12N-015/11
3999,CN104911278-A,C12Q-001/68
4000,CN104906542-A,A61K-036/9068
4001,CN104906542-A,A61P-031/14
4002,WO2015134488-A1,C12N-015/06
4003,WO2015134488-A1,C12N-015/85
4004,WO2015134525-A1,A61K-031/4709
4005,WO2015134525-A1,A61K-031/352
4006,CN104894290-A,C12Q-001/68
4007,CN104894290-A,C12Q-001/70
4008,CN104862417-A,C12Q-001/68
4009,CN104862417-A,C12Q-001/70
4010,WO2015123359-A1,A61K-039/02
4011,WO2015123359-A1,A61K-039/12
4012,WO2015123452-A1,C12N-005/0783
4013,WO2015123452-A1,C12Q-001/68
4014,CN104846125-A,C12N-015/11
4015,CN104846125-A,C12Q-001/68
4016,US9107906-B1,A61K-039/00
4017,US9107906-B1,A61K-039/155
4018,US2015225432-A1,C07F-009/6561
4019,CN204556642-U,G01N-033/569
4020,CN104830908-A,C12N-015/85
4021,CN104830908-A,C12N-015/867
4022,CN104818344-A,C12Q-001/68
4023,CN104818344-A,C12Q-001/70
4024,WO2015113055-A2,A01H-005/00
4025,WO2015113055-A2,C12N-015/82
4026,CN104805106-A,A01H-005/00
4027,CN104805106-A,C07K-019/00
4028,CN104789698-A,C12Q-001/68
4029,CN104789698-A,C12Q-001/70
4030,WO2015099535-A1,C07K-014/52
4031,WO2015095650-A1,A61K-038/00
4032,WO2015095650-A1,A61K-035/12
4033,KR2015069220-A,C12N-015/11
4034,KR2015069220-A,C12Q-001/68
4035,US2015164988-A1,A61K-038/17
4036,US2015164988-A1,C12N-007/00
4037,CN104688789-A,A61K-036/185
4038,CN104688789-A,A61K-047/36
4039,WO2015080973-A1,A61K-038/00
4040,WO2015080973-A1,C07K-014/00
4041,WO2015081155-A1,A61K-038/16
4042,WO2015081155-A1,A61K-039/12
4043,KR2015057862-A,A61K-036/185
4044,KR2015057862-A,A61K-036/25
4045,CN104628848-A,A61K-039/42
4046,CN104628848-A,A61P-031/14
4047,CN104628849-A,A61K-039/42
4048,CN104628849-A,A61P-031/14
4049,CN104592349-A,A61K-038/07
4050,CN104592349-A,A61P-031/14
4051,CN104593525-A,C12Q-001/68
4052,CN104593525-A,C12Q-001/70
4053,WO2015061432-A1,A61K-031/4245
4054,WO2015061432-A1,A61K-031/433
4055,CN104561377-A,C12Q-001/04
4056,CN104561377-A,C12Q-001/68
4057,WO2015057666-A1,C07K-014/165
4058,WO2015057666-A1,C07K-016/10
4059,WO2015057966-A2,A61K-039/215
4060,WO2015057966-A2,A61P-031/14
4061,WO2015057942-A1,C07K-016/10
4062,WO2015057942-A1,A61K-039/42
4063,KR2015043267-A,C01B-031/04
4064,KR2015043267-A,C12N-015/11
4065,WO2015054555-A1,A61K-031/4375
4066,WO2015054555-A1,A61P-031/00
4067,WO2015053834-A2,A61K-009/00
4068,WO2015053834-A2,A61M-005/00
4069,US2015099008-A1,A01N-025/02
4070,US2015099008-A1,A01N-041/02
4071,US2015099263-A1,C12Q-001/70
4072,US2015099263-A1,C12P-019/34
4073,CN104498636-A,C12N-015/11
4074,CN104498636-A,C12Q-001/68
4075,WO2015048115-A1,A61K-039/12
4076,WO2015048115-A1,A61P-031/20
4077,WO2015042369-A2,A61K-039/39
4078,WO2015042369-A2,A61K-039/00
4079,WO2015042373-A1,A61K-039/215
4080,WO2015042373-A1,A61K-039/00
4081,CN104459156-A,G01N-033/68
4082,JP2015054824-A,A61K-039/395
4083,JP2015054824-A,A61P-031/12
4084,WO2015038596-A1,A61K-031/706
4085,WO2015038596-A1,A61K-031/7068
4086,US2015072023-A1,A61K-033/00
4087,KR2015027469-A,A61K-031/122
4088,KR2015027469-A,A61K-031/19
4089,WO2015032942-A1,A61K-031/351
4090,WO2015032942-A1,A61K-031/382
4091,IN201300323-I2,A61K-000/00
4092,IN201300323-I2,A61L-000/00
4093,GB2517190-A,A61K-047/48
4094,TW201505631-A,A61K-031/473
4095,TW201505631-A,A61P-031/14
4096,WO2015016267-A1,C07K-016/28
4097,WO2015016267-A1,C07K-016/40
4098,WO2015009812-A2,A61K-031/5377
4099,WO2015009812-A2,C07D-413/12
4100,CN104292311-A,C07K-014/165
4101,CN104292311-A,C12N-015/50
4102,CN104292337-A,A61K-038/21
4103,CN104292337-A,A61K-047/48
4104,FR3008318-A1,A61K-039/00
4105,FR3008318-A1,A61P-003/00
4106,US2015011488-A1,A61B-018/02
4107,US2015011488-A1,A61K-031/353
4108,CN104262488-A,A61K-039/215
4109,CN104262488-A,A61K-047/48
4110,KR2015001345-A,A61K-036/31
4111,KR2015001345-A,A61K-036/82
4112,WO2014206107-A1,A61K-039/395
4113,WO2014206107-A1,A61P-035/00
4114,CN104232801-A,C12Q-001/68
4115,CN104232801-A,C12Q-001/70
4116,CN104232593-A,C12N-015/86
4117,CN104232593-A,C12N-007/01
4118,RU2546247-C2,A61K-039/295
4119,RU2546247-C2,A61P-031/12
4120,US2014370127-A1,A61K-036/185
4121,US2014370127-A1,A01N-065/00
4122,CN104186401-A,A01K-067/02
4123,RU2535006-C1,A61K-039/295
4124,US8895610-B1,A61K-031/28
4125,US2014341923-A1,A61K-039/125
4126,US2014341923-A1,A61K-045/06
4127,WO2014184562-A1,A61K-048/00
4128,WO2014184562-A1,C12N-015/86
4129,KR2014131624-A,C12N-015/11
4130,KR2014131624-A,C12Q-001/68
4131,RU2532320-C1,A61K-039/295
4132,RU2532320-C1,A61P-011/00
4133,US2014328797-A1,A61K-039/125
4134,US2014328797-A1,A61K-039/42
4135,US2014323315-A1,C12N-015/10
4136,US2014323315-A1,A61K-039/395
4137,WO2014174078-A1,C12N-015/69
4138,WO2014174078-A1,A61K-039/12
4139,US2014322267-A1,A61K-039/02
4140,US2014322267-A1,A61K-039/04
4141,WO2014172753-A1,G01N-003/00
4142,WO2014172753-A1,G01N-033/53
4143,KR2014124024-A,A23L-001/30
4144,KR2014124024-A,A61K-031/35
4145,AU2014206143-B1,A61K-031/79
4146,AU2014206143-B1,A61K-033/18
4147,US2014314801-A1,C07K-014/20
4148,US2014314761-A1,C07K-014/00
4149,US2014314761-A1,C07K-016/10
4150,KR2014123330-A,A61K-036/87
4151,KR2014123330-A,A61P-031/00
4152,US2014309164-A1,A61K-031/7072
4153,US2014309164-A1,A61K-045/06
4154,WO2014164654-A1,G01N-033/50
4155,WO2014164654-A1,A61B-005/00
4156,US2014302091-A1,A61K-039/12
4157,US2014302091-A1,A61K-047/26
4158,US2014296141-A1,A61K-031/05
4159,US2014296141-A1,A61K-031/7048
4160,WO2014159837-A1,A61K-031/47
4161,WO2014159837-A1,A61K-031/4738
4162,KR2014115576-A,A61K-031/047
4163,KR2014115576-A,A61P-031/12
4164,WO2014154134-A1,A61K-039/215
4165,WO2014154134-A1,A61K-048/00
4166,IN201203407-I1,C12P-000/00
4167,WO2014152029-A2,A61K-031/4745
4168,WO2014152029-A2,C07D-491/04
4169,KR2014112766-A,A61K-039/395
4170,KR2014112766-A,A61P-031/00
4171,CN104059997-A,C12Q-001/68
4172,CN104059997-A,C12Q-001/70
4173,CN104059996-A,C12Q-001/68
4174,CN104059996-A,C12Q-001/70
4175,US2014271710-A1,A61K-039/155
4176,US2014271710-A1,A61K-039/215
4177,WO2014140239-A1,A61K-035/76
4178,WO2014140239-A1,A61K-039/00
4179,US2014275237-A1,A61K-031/343
4180,US2014275237-A1,A61K-031/5585
4181,US2014271580-A1,A61K-035/28
4182,US2014271580-A1,A61K-048/00
4183,WO2014139468-A1,A61K-038/19
4184,WO2014139468-A1,A61P-031/12
4185,WO2014145932-A2,A61K-039/12
4186,WO2014145932-A2,A61K-036/00
4187,WO2014144486-A2,A61K-048/00
4188,WO2014144486-A2,A61K-039/23
4189,WO2014138704-A1,A61K-035/14
4190,WO2014138704-A1,C12N-005/0783
4191,WO2014134439-A1,A61K-039/215
4192,WO2014134439-A1,C07K-014/165
4193,WO2014134267-A1,A61K-031/403
4194,WO2014134267-A1,A61P-035/00
4195,KR2014106198-A,A61K-036/752
4196,KR2014106198-A,A61P-031/12
4197,BY18413-C1,C12N-007/08
4198,BY18413-C1,C12R-001/93
4199,WO2014128198-A1,A61K-031/137
4200,WO2014128198-A1,A61K-031/14
4201,CN103993101-A,C12Q-001/68
4202,CN103993101-A,C12Q-001/70
4203,WO2014123680-A1,A61K-031/136
4204,WO2014123680-A1,A61K-031/42
4205,US2014221335-A1,C07D-239/70
4206,US2014221335-A1,C07D-401/06
4207,WO2014121132-A1,A61K-039/12
4208,WO2014121132-A1,A61P-037/04
4209,WO2014116184-A1,A61K-039/00
4210,WO2014116184-A1,C07K-016/18
4211,WO2014115078-A1,A61K-031/428
4212,WO2014115078-A1,A61K-031/429
4213,WO2014114787-A1,A61K-038/17
4214,WO2014114787-A1,C07K-014/775
4215,WO2014115860-A1,A01N-059/00
4216,WO2014115860-A1,A01P-001/00
4217,KR2014094189-A,C12N-015/11
4218,KR2014094189-A,C12Q-001/34
4219,PL404958-A1,A23K-001/16
4220,PL404958-A1,A23K-001/18
4221,US2014199348-A1,C07D-513/04
4222,US2014199348-A1,A61K-031/429
4223,WO2014110092-A1,A61K-039/395
4224,WO2014110092-A1,A61K-039/40
4225,RU2012157481-A,A61K-039/395
4226,WO2014106961-A1,A61K-038/16
4227,WO2014106961-A1,A61K-038/17
4228,US2014194500-A1,A61K-031/352
4229,WO2014106001-A2,C07K-016/22
4230,WO2014106001-A2,A61K-039/395
4231,US2014186298-A1,A61K-038/17
4232,US2014186298-A1,A61K-038/18
4233,WO2014095866-A1,A61K-039/145
4234,WO2014095866-A1,A61K-039/39
4235,US2014179639-A1,A61K-031/5415
4236,US2014179639-A1,A61K-031/65
4237,US2014178422-A1,A61K-039/21
4238,US2014178422-A1,C12N-015/85
4239,WO2014095956-A1,C12N-007/08
4240,WO2014095956-A1,A61K-039/23
4241,US2014170174-A1,A61K-039/39
4242,US2014170174-A1,A61K-047/06
4243,CN103864924-A,A61K-039/395
4244,CN103864924-A,A61P-011/00
4245,WO2014079903-A1,A61K-031/675
4246,WO2014079903-A1,A61P-031/12
4247,WO2014079709-A1,A61K-031/12
4248,WO2014079709-A1,A61K-031/18
4249,WO2014078688-A2,A61K-039/235
4250,WO2014078688-A2,A61K-031/7088
4251,FR2997960-A1,A23L-001/30
4252,FR2997960-A1,A61K-035/74
4253,CN103784969-A,A61K-039/225
4254,CN103784969-A,A61K-039/39
4255,WO2014071069-A1,C02F-001/26
4256,WO2014071069-A1,C02F-101/10
4257,KR2014051494-A,C12N-015/10
4258,KR2014051494-A,C12Q-001/68
4259,WO2014062892-A1,A61K-036/00
4260,WO2014062892-A1,A61K-031/045
4261,WO2014055938-A1,A61K-031/506
4262,WO2014055938-A1,A61P-031/12
4263,CN103710461-A,C12Q-001/68
4264,CN103710461-A,C12Q-001/70
4265,CN103710462-A,C12Q-001/68
4266,CN103710462-A,C12Q-001/70
4267,US2014094383-A1,G01N-033/569
4268,WO2014046622-A1,A61K-035/76
4269,WO2014046622-A1,A61P-031/12
4270,WO2014045254-A2,C12N-007/00
4271,WO2014045254-A2,A61K-039/215
4272,RU2515058-C1,A61K-039/15
4273,RU2515058-C1,A61K-039/215
4274,US2014087359-A1,C12M-001/00
4275,US2014087359-A1,C12N-001/06
4276,WO2014043442-A1,A61K-031/496
4277,WO2014043442-A1,A61K-031/506
4278,EP2708236-A1,A61K-035/76
4279,EP2708236-A1,A61K-038/20
4280,CN103627821-A,C12Q-001/68
4281,CN103627821-A,C12Q-001/70
4282,WO2014036443-A2,A61K-031/45
4283,WO2014036443-A2,A61K-031/496
4284,CN203465269-U,G01N-033/569
4285,CN103613666-A,C07K-016/10
4286,WO2014029702-A1,A61K-039/145
4287,WO2014029702-A1,A61K-039/175
4288,WO2014029830-A1,A61K-031/4412
4289,WO2014029830-A1,A61P-029/00
4290,WO2014019452-A1,A61K-031/695
4291,WO2014019452-A1,A61K-045/00
4292,CN103555599-A,C12N-001/16
4293,CN103555599-A,C12Q-001/04
4294,CN103554235-A,A61K-039/215
4295,CN103554235-A,A61K-039/42
4296,CN103554244-A,A61K-038/17
4297,CN103554244-A,A61P-031/14
4298,WO2014017493-A1,A61K-039/145
4299,WO2014017493-A1,A61P-031/16
4300,US2014030364-A1,A61K-036/185
4301,US2014030364-A1,A61P-031/12
4302,WO2014014788-A2,A61L-027/54
4303,WO2014014788-A2,A61L-029/08
4304,US2014023678-A1,A61K-039/02
4305,US2014023678-A1,A61K-039/00
4306,CN103520719-A,A23G-004/12
4307,CN103520719-A,A23G-004/14
4308,RU2504585-C1,C12Q-001/68
4309,WO2014003538-A1,A01K-067/027
4310,WO2014003538-A1,A61K-038/17
4311,WO2014003536-A1,A61K-038/00
4312,WO2014003536-A1,A61P-031/00
4313,CN103484564-A,C12Q-001/68
4314,CN103484564-A,C12Q-001/70
4315,CN103484565-A,C12Q-001/68
4316,CN103484565-A,C12Q-001/70
4317,WO2013188887-A1,A61K-031/4196
4318,WO2013188887-A1,A61P-031/12
4319,CN103451317-A,C12N-015/11
4320,CN103451317-A,C12Q-001/68
4321,CN103451318-A,C12N-015/11
4322,CN103451318-A,C12Q-001/68
4323,WO2013185090-A1,A61P-031/14
4324,WO2013185090-A1,C07D-487/08
4325,WO2013185103-A1,A61K-031/504
4326,WO2013185103-A1,A61P-031/12
4327,US2013330354-A1,A61K-039/395
4328,US2013330354-A1,A61K-039/00
4329,WO2013181086-A1,A61K-039/215
4330,WO2013181086-A1,A61K-039/02
4331,WO2013180149-A1,A61K-031/4965
4332,WO2013180149-A1,A61P-031/14
4333,WO2013178236-A1,A61K-039/09
4334,WO2013178236-A1,A61K-039/39
4335,WO2013177524-A1,C12N-015/11
4336,WO2013177524-A1,C12Q-001/68
4337,WO2013173960-A1,A61K-036/16
4338,WO2013173960-A1,A61K-036/28
4339,WO2013172725-A1,A61K-031/722
4340,WO2013172725-A1,A61P-031/14
4341,WO2013173755-A1,C07K-001/00
4342,WO2013173755-A1,C07K-001/02
4343,US2013302366-A1,C07K-014/005
4344,US2013302366-A1,C12P-021/00
4345,WO2013167750-A2,A61K-038/22
4346,WO2013167750-A2,C07K-014/575
4347,EP2662081-A1,A61K-031/4178
4348,EP2662081-A1,A61P-025/00
4349,WO2013165606-A1,A61K-031/167
4350,WO2013165606-A1,A61K-031/27
4351,WO2013166319-A1,A61K-031/41
4352,WO2013166319-A1,A61P-031/12
4353,US2013288263-A1,G01N-033/569
4354,US2013288263-A1,B01L-003/00
4355,WO2013161958-A1,C12N-015/09
4356,WO2013161958-A1,C12N-005/10
4357,WO2013156858-A1,A61K-031/215
4358,WO2013156858-A1,A61K-031/7024
4359,WO2013158818-A2,A61K-039/02
4360,WO2013158818-A2,A61K-039/00
4361,WO2013156869-A1,A61K-031/472
4362,WO2013156869-A1,A61K-031/517
4363,WO2013156031-A2,A61K-038/17
4364,WO2013156031-A2,A61P-003/00
4365,WO2013154778-A1,A61K-031/4745
4366,WO2013154778-A1,C07D-471/04
4367,WO2013153450-A2,A61K-000/00
4368,WO2013153450-A2,C11B-001/10
4369,US2013272986-A1,A01N-037/00
4370,US2013272986-A1,A01N-041/04
4371,WO2013152081-A1,A61K-039/02
4372,WO2013152081-A1,A61K-039/12
4373,WO2013152083-A2,A61K-039/295
4374,WO2013152083-A2,A61K-039/02
4375,WO2013152223-A2,A61K-031/166
4376,WO2013152223-A2,A61K-031/53
4377,WO2013151706-A2,A61K-039/08
4378,WO2013151706-A2,A61K-038/16
4379,EP2647634-A1,A61K-031/506
4380,EP2647634-A1,A61P-025/00
4381,EP2647387-A1,A61K-039/00
4382,EP2647387-A1,A61K-039/145
4383,WO2013149167-A1,A61K-039/00
4384,WO2013149167-A1,C07K-014/16
