,PatentNumber,author
804,CN109276563-A,JHENG Y S
805,CN109276563-A,LEE S
806,CN109276563-A,WU C
807,CN109276563-A,LEE C
808,CN109276563-A,JHENG Y
809,WO2019018439-A1,WRIGHT J F
810,WO2019018439-A1,CARR M E
811,US2019023769-A1,LAI S
812,US2019023769-A1,WANG Y
813,US2019023769-A1,KANNAN A
814,US2019023769-A1,NUNN K
815,US2019023769-A1,SUBRAMANI D B
816,US2019023769-A1,CONE R
817,US2019023769-A1,YANG B
818,US2019023769-A1,MCCALLEN J
819,EP3431101-A1,ARWIDSSON H
820,EP3431101-A1,MALTAIS A
821,EP3431099-A1,WIMMER E
822,EP3431099-A1,SKIENA S
823,EP3431099-A1,MUELLER S
824,EP3431099-A1,FUTCHER B
825,EP3431099-A1,PAPAMICHAIL D
826,EP3431099-A1,COLEMAN J R
827,EP3431099-A1,CELLO J
828,WO2019011293-A1,LI H
829,WO2019011293-A1,XIAO W
830,WO2019011293-A1,ZHU L
831,WO2019011293-A1,QUAN L
832,WO2019011293-A1,LI Q
833,WO2019011293-A1,DIAO Y
834,WO2019011293-A1,ZHAO Z
835,WO2019011293-A1,JIANG H
836,CN109207639-A,CHEN F
837,CN109207639-A,WU H
838,CN109207639-A,YANG Q
839,CN109207639-A,YANG G
840,CN109206502-A,XU Y
841,CN109206502-A,WANG Z
842,CN109206502-A,WANG L
843,CN109206502-A,FAN W
844,CN109206502-A,ZHU Y
845,CN109206501-A,XU Y
846,CN109206501-A,FAN W
847,CN109206501-A,WANG L
848,CN109206501-A,WANG Z
849,CN109206501-A,ZHU Y
850,CN109206509-A,TIAN K
851,CN109206509-A,WANG Y
852,WO2019010422-A1,ZHANG F
853,WO2019010422-A1,GOOTENBERG J S
854,WO2019010422-A1,ABUDAYYEH O O
855,WO2019010422-A1,SABETI P
856,WO2019010422-A1,MYHRVOLD C
857,WO2019010422-A1,FREIJE C A
858,CN109161613-A,WANG X
859,CN109161613-A,SONG H
860,CN109161613-A,HE H
861,CN109161613-A,ZHOU Y
862,CN109161613-A,LIU Z
863,CN109161613-A,CHEN L
864,CN109161613-A,SHAO C
865,CN109161613-A,ZHANG X
866,CN109161613-A,CHENG C
867,CN109161613-A,JIANG S
868,CN109161613-A,SUN J
869,CN109161613-A,ZHOU B
870,CN109161613-A,SONG Q
871,CN109112111-A,FANG L
872,CN109112111-A,XIAO S
873,CN109112111-A,DONG N
874,CN109112111-A,WANG D
875,CN109112111-A,LIU H
876,CN109112111-A,LIU K
877,CN109112111-A,SUN Q
878,CN109112111-A,JIANG X
879,CN109111405-A,WANG J
880,CN109111405-A,SONG G
881,CN109111405-A,WU R
882,CN109097490-A,QIN Y
883,CN109097490-A,CHEN Z
884,CN109097490-A,LU B
885,CN109097490-A,LIU L
886,CN109097490-A,ZHAO W
887,CN109097490-A,HE Y
888,CN109097490-A,BI B
889,CN109097490-A,ZHOU Y
890,CN109097490-A,LI B
891,CN109097490-A,DUAN Q
892,CN109097490-A,LIANG J
893,CN109097490-A,SU Q
894,CN109097490-A,JIANG D
895,CN109097490-A,LU J
896,CN109097490-A,HOU S
897,CN109097490-A,LI M
898,CN109097488-A,YANG B
899,CN109097488-A,ZHOU H
900,CN109097488-A,SU X
901,CN109097488-A,XU F
902,CN109097488-A,CHANG Y
903,JP2018203632-A,FUKUSHI S
904,JP2018203632-A,ONISHI K
905,JP2018203632-A,MATSUYAMA K
906,JP2018203632-A,SHIRATO K
907,JP2018203632-A,YOSHIKAWA N
908,JP2018203632-A,NAGATA N
909,WO2018224595-A1,GIBERT PEREZ X
910,WO2018224595-A1,SITJA ARNAU M
911,WO2018224595-A1,GIBERT P X
912,WO2018224595-A1,SITJA A M
913,CN208224282-U,WU J
914,CN208224282-U,ZHANG J
915,CN208224282-U,WU G
916,CN208224282-U,WANG Z
917,CN108938589-A,YANG L
918,CN108938589-A,YANG Y
919,CN108938589-A,SHI Y
920,CN108950083-A,WANG C
921,CN108950083-A,CHANG H
922,CN108950083-A,WANG A
923,CN108950083-A,CHEN L
924,CN108950083-A,ZHOU F
925,CN108950083-A,LI Y
926,CN108950083-A,WANG X
927,CN108950083-A,YANG X
928,CN108950083-A,CUI D
929,CN108950083-A,DU J
930,CN108950083-A,LIU H
931,CN108950083-A,ZHAO J
932,WO2018220416-A1,BOURDET-SICARD R
933,WO2018220416-A1,BELKACEM N
934,WO2018220416-A1,TAHA M
935,WO2018222983-A1,SHACKELTON L
936,WO2018222983-A1,KERNER M
937,JP2018191622-A,ISHIBASHI K
938,WO2018222986-A1,SHACKELTON L
939,WO2018222986-A1,KERNER M
940,CN108912222-A,QIN T
941,CN108912222-A,CUI S
942,CN108913815-A,SHI Z
943,CN108913815-A,LAN Y
944,CN108913815-A,WANG W
945,CN108913815-A,WANG J
946,CN108913815-A,SHI Q
947,CN108913815-A,XU Z
948,WO2018217075-A1,MOHAMED IBRAHIM M R
949,WO2018217075-A1,MOHAMED I M R
950,WO2018215766-A1,GILBERT S C
951,WO2018215766-A1,HILL A V S
952,WO2018215766-A1,MORRIS S J
953,WO2018217882-A1,VILLENAVE R
954,WO2018217882-A1,LUCCHESI C
955,WO2018217882-A1,NGUYEN J
956,WO2018217882-A1,KARALIS C
957,WO2018217882-A1,HAMILTON G
958,WO2018217882-A1,SALMON M
959,WO2018217882-A1,BADDAL B
960,CN108893559-A,NI B
961,CN108888762-A,WANG Q
962,CN108888762-A,HUANG J
963,CN108888762-A,DAI D
964,CN108888762-A,LIANG S
965,CN108888762-A,WU Y
966,CN108865967-A,GUAN M
967,CN108865967-A,HE Y
968,CN108865967-A,WANG Y
969,CN108865967-A,SU W
970,CN108865967-A,ZHANG S
971,CN108866243-A,LIU G
972,CN108866243-A,CHEN J
973,CN108866243-A,HUANG X
974,KR2018125141-A,AHN J Y
975,KR2018125141-A,SONG M S
976,KR2018125141-A,B
977,CN108842001-A,LI X
978,CN108842001-A,QIN L
979,CN108842001-A,CHEN T
980,CN108842001-A,WEI X
981,CN108842001-A,SUN A
982,WO2018207165-A1,VASCONCELOS DIAS DE PINHO E ME
983,WO2018207165-A1,SUZANO SANTOS B C
984,WO2018207165-A1,BARTOLO I
985,WO2018207165-A1,PRUDENCIO PIGNATELLI R M
986,WO2018207165-A1,MOURA DOS SANTOS DA COSTA TAVE
987,WO2018207165-A1,VASCONCELOS DIAS T M
988,WO2018207165-A1,MELO D P E
989,WO2018207165-A1,PIGNATELLI R M P
990,WO2018207165-A1,DOS SANTOS DA N E M
991,WO2018207165-A1,TAVEIRA C
992,KR1916899-B1,KIM H K
993,KR1916899-B1,NOH J
994,KR1916899-B1,JEONG D G
995,KR1916899-B1,KIM J H
996,KR1916899-B1,YOON S W
997,CN108743585-A,YANG W
998,CN108727453-A,LI H
999,CN108727453-A,ZHU L
1000,CN108727453-A,WANG X
1001,CN108727453-A,QUAN L
1002,CN108727453-A,DIAO Y
1003,CN108721271-A,TAN W
1004,CN108721271-A,SHEN L
1005,CN108721271-A,HUANG B
1006,CN108721271-A,NIU J
1007,CN108721292-A,TAN W
1008,CN108721292-A,SHEN L
1009,CN108721292-A,HUANG B
1010,CN108721292-A,NIU J
1011,CN108721293-A,TAN W
1012,CN108721293-A,SHEN L
1013,CN108721293-A,HUANG B
1014,CN108721293-A,NIU J
1015,WO2018199179-A1,MIYAHARA Y
1016,WO2018199179-A1,MATSUMOTO A
1017,WO2018199179-A1,GODA T
1018,WO2018199179-A1,HORIGUCHI Y
1019,WO2018199628-A1,RHEE D
1020,WO2018199628-A1,SEON S
1021,WO2018199628-A1,KIM B
1022,WO2018199628-A1,RHEE D K
1023,WO2018199628-A1,SEUNGHAN S
1024,WO2018199628-A1,LEE D
1025,WO2018199628-A1,SEONSEUNGHAN
1026,WO2018199628-A1,LI D
1027,CN108715857-A,TANG C
1028,CN108715857-A,YUE H
1029,CN108715857-A,ABIKEHAMO
1030,CN108715857-A,WANG Y
1031,KR1895228-B1,LEE H
1032,KR1895228-B1,CHOI J
1033,KR1895228-B1,GRAHAM B S
1034,KR1895228-B1,MASCOLA J R
1035,KR1895228-B1,KIM S
1036,KR1895228-B1,LINGSHU W
1037,KR1895228-B1,WANG L
1038,KR1895228-B1,GRAHAM B
1039,KR1895228-B1,MASCOLA J
1040,CN108707194-A,ZHANG Z
1041,CN108707194-A,LI Y
1042,CN108707194-A,HU X
1043,CN108707194-A,YI Y
1044,CN108707194-A,LIU X
1045,CN108707194-A,WANG X
1046,CN108707194-A,ZHAO L
1047,CN108707194-A,ZHAO Z
1048,CN108707194-A,WANG P
1049,KR2018115967-A,HAN J I
1050,KR2018115967-A,NA K J
1051,CN108676780-A,XIAO S
1052,CN108676780-A,FANG L
1053,CN108676780-A,ZHOU Y
1054,CN108676780-A,LIU K
1055,CN108676780-A,WANG D
1056,CN108676780-A,LIU H
1057,CN108676923-A,AN N
1058,CN108676923-A,ZHANG W
1059,CN108676923-A,LIU X
1060,CN108676923-A,JIANG Q
1061,CN108676917-A,CUI S
1062,CN108676917-A,QIN T
1063,CN207992235-U,ZHAO Y
1064,CN207992235-U,LIU J
1065,CN207992235-U,LIANG W
1066,CN207992235-U,ZHANG Z
1067,US2018298327-A1,REITER M
1068,US2018298327-A1,MUNDT W
1069,US2018298327-A1,FEIGL S
1070,US2018298327-A1,VON FIRCKS S
1071,US2018295820-A1,HERNDLER-BRANDSTETTER D
1072,US2018295820-A1,FLAVELL R A
1073,US2018295820-A1,FRLETA D
1074,US2018295820-A1,GURER C
1075,US2018295820-A1,MANZ M G
1076,US2018295820-A1,MURPHY A J
1077,US2018295820-A1,PALM N W
1078,US2018295820-A1,SHAN L
1079,US2018295820-A1,STEVENS S
1080,US2018295820-A1,STROWIG T
1081,US2018295820-A1,YANCOPOULOS G D
1082,US2018295820-A1,DE ZOETE M
1083,CN108659105-A,WANG C
1084,CN108659105-A,LIU K
1085,CN108659105-A,LIANG G
1086,KR2018111342-A,CHO T O
1087,KR2018111342-A,OH W K
1088,KR2018111342-A,LEE J S
1089,KR2018111342-A,CHO G W
1090,KR2018111342-A,CHO H M
1091,KR2018111342-A,JEONG S Y
1092,WO2018185709-A1,RIBEIRO LEMOS PEREIRA C
1093,WO2018185709-A1,FERREIRA PIRES C
1094,WO2018185709-A1,FIUZA ROSA F A
1095,WO2018185709-A1,RIBEIRO L P C
1096,WO2018185709-A1,FERREIRA P C
1097,WO2018185709-A1,FIUZA R F A
1098,WO2018185709-A1,RIBEIRO L P C F
1099,US2018291317-A1,HAWKINS W
1100,US2018291317-A1,REYNOLDS S W
1101,US2018291317-A1,LILLARD J W
1102,US2018291317-A1,HE Q
1103,US2018291317-A1,JONES H M
1104,CN108619521-A,XU J
1105,CN108619521-A,ZHANG X
1106,CN108619521-A,YUAN W
1107,CN108619521-A,CHEN Y
1108,WO2018181263-A1,HOJO E
1109,WO2018181263-A1,URAYAMA K
1110,WO2018181263-A1,MATSUMOTO T
1111,WO2018181263-A1,MORIOKA K
1112,WO2018181263-A1,YAMAKAWA M
1113,WO2018181263-A1,YOSHIDA K
1114,WO2018181263-A1,KANNO T
1115,WO2018181263-A1,FUKAI K
1116,WO2018181263-A1,TAKEUCHI E
1117,WO2018181263-A1,SHAN C
1118,WO2018181263-A1,JIAN Y
1119,WO2018181892-A1,MIZUTA S
1120,WO2018181892-A1,WATANABE K
1121,WO2018181892-A1,NISHIDA N
1122,WO2018181892-A1,HAMADA T
1123,WO2018181892-A1,ISHIKAWA T
1124,WO2018181892-A1,TANAKA Y
1125,WO2018181892-A1,OTAKI H
1126,WO2018181892-A1,YASUDA J
1127,WO2018181892-A1,URATA S
1128,WO2018174442-A1,GO Y Y
1129,WO2018174442-A1,KIM M H
1130,WO2018174442-A1,SHIN J S
1131,WO2018174442-A1,KU K
1132,WO2018174442-A1,LEE G H
1133,WO2018174442-A1,LIM H
1134,WO2018174442-A1,LEE S H
1135,WO2018174442-A1,LIM H J
1136,WO2018172447-A1,KULANGARA C
1137,WO2018172447-A1,PAULILLO S M
1138,WO2018172447-A1,PIAZZA M
1139,WO2018172447-A1,RAMAN S K
1140,WO2018172447-A1,BURKHARD P
1141,US2018271783-A1,MCCRAY P B
1142,US2018271783-A1,SINN P L
1143,CN207908523-U,SHI L
1144,CN207908523-U,CUI S
1145,CN207908523-U,LIU Q
1146,CN207908523-U,QIN T
1147,CN108559789-A,TAN Z
1148,CN108559789-A,HU Z
1149,CN108559789-A,GAO A
1150,WO2018169946-A1,PERRON M J
1151,WO2018169946-A1,PEDERSEN N C
1152,WO2018170347-A1,CIARAMELLA G
1153,WO2018170347-A1,HIMANSU S
1154,WO2018170347-A1,PRESNYAK V
1155,WO2018170347-A1,BENENATO K
1156,WO2018170347-A1,KUMARASINGHE E S
1157,WO2018170340-A1,ABUDAYYEH O
1158,WO2018170340-A1,GOOTENBERG J
1159,WO2018170340-A1,LANDER E S
1160,WO2018170340-A1,SABETI P
1161,WO2018170340-A1,FREIJE C A
1162,WO2018170340-A1,MYHRVOLD C
1163,WO2018170340-A1,COLLINS J J
1164,WO2018170340-A1,ZHANG F
1165,WO2018170340-A1,COLLINS J
1166,WO2018170099-A1,HUANG C
1167,WO2018170099-A1,BHEBE P
1168,WO2018170099-A1,KHURSHID M
1169,WO2018170099-A1,ZHANG L
1170,CN108531649-A,HUANG X
1171,CN108531649-A,WEN X
1172,CN108531649-A,CAO S
1173,CN108531649-A,LIU Z
1174,CN108531649-A,WEN Y
1175,CN108531649-A,ZHAO Q
1176,CN108531649-A,WU R
1177,CN108531658-A,DONG B
1178,CN108531658-A,YANG X
1179,CN108531658-A,DAI A
1180,CN108531658-A,LI X
1181,CN108531648-A,HUANG X
1182,CN108531648-A,WEN X
1183,CN108531648-A,CAO S
1184,CN108531648-A,HUA X
1185,CN108531648-A,WEN Y
1186,CN108531648-A,ZHAO Q
1187,CN108531648-A,WU R
1188,WO2018164573-A1,KIKKERT M
1189,WO2018164573-A1,KNAAP R C M
1190,WO2018164573-A1,SIDHU S S
1191,WO2018164573-A1,ZHANG W
1192,WO2018164573-A1,MARK B L
1193,WO2018164573-A1,BAILEY-ELKIN B A
1194,US2018258159-A1,GROSSMAN A S
1195,US2018258159-A1,MOND J
1196,US2018258159-A1,GROSSMAN J B
1197,US2018258159-A1,GOLDSTEIN D A
1198,WO2018160977-A1,BAKER S
1199,WO2018160977-A1,DENG X
1200,WO2018160977-A1,HACKBART M
1201,WO2018160977-A1,METTELMAN R
1202,WO2018160977-A1,MIELECH A
1203,WO2018160977-A1,OBRIEN A
1204,WO2018160977-A1,FAABERG K
1205,WO2018160977-A1,LAGER K M
1206,US2018250602-A1,LAMARRE A
1207,US2018250602-A1,LECLERC D
1208,CN108478571-A,TAN W
1209,CN108478571-A,SHEN L
1210,CN108478571-A,HUANG B
1211,CN108478571-A,NIU J
1212,CN108478562-A,TAN W
1213,CN108478562-A,SHEN L
1214,CN108478562-A,HUANG B
1215,CN108478562-A,NIU J
1216,WO2018154075-A1,MANN A J
1217,WO2018154075-A1,EVANS G L
1218,WO2018154075-A1,ESTELLES LOPEZ L T
1219,US2018244728-A1,PUCKETTE M
1220,US2018244728-A1,RASMUSSEN M
1221,US2018244728-A1,NEILAN J
1222,WO2018153960-A1,WINQVIST O
1223,WO2018153960-A1,LINDH E
1224,WO2018153960-A1,WALLIN R
1225,WO2018153960-A1,GREGORY M
1226,WO2018153960-A1,MOSS S
1227,CN108411040-A,WANG H
1228,CN108411040-A,HUANG R
1229,CN108411040-A,CONG F
1230,CN108411040-A,ZENG F
1231,CN108411040-A,GUO P
1232,CN108411040-A,WANG Y
1233,CN108395471-A,WANG C
1234,CN108395471-A,LIU K
1235,CN108395471-A,ZHANG P
1236,CN108395471-A,MENG G
1237,CN108395471-A,LIANG G
1238,KR2018090509-A,YANG J M
1239,KR2018090509-A,KU M H
1240,KR2018090509-A,SUH J S
1241,KR2018090513-A,YANG J M
1242,KR2018090513-A,KU M H
1243,KR2018090513-A,SUH J S
1244,CN108384762-A,TIAN X
1245,CN108384762-A,LI C
1246,CN108384762-A,PAN Y
1247,CN108384762-A,WANG D
1248,CN108384762-A,OUYANG H
1249,CN108384762-A,SONG Y
1250,KR1886274-B1,JEONG S Y
1251,KR1886274-B1,SEONG S K
1252,KR1886274-B1,YU J K
1253,KR1886274-B1,NAM I K
1254,KR1886274-B1,JI Y I
1255,KR1886274-B1,SO Y K
1256,KR1886274-B1,YEON U H
1257,KR1886274-B1,YOUNG G C
1258,KR1886274-B1,JEONG H Y
1259,KR1886272-B1,JEONG S Y
1260,KR1886272-B1,SEONG S K
1261,KR1886272-B1,YU J K
1262,KR1886272-B1,NAM I K
1263,KR1886272-B1,JI Y I
1264,KR1886272-B1,SO Y K
1265,KR1886272-B1,U HYUN Y
1266,KR1886272-B1,YOUNG G C
1267,KR1886272-B1,JEONG H Y
1268,CN108374056-A,YANG B
1269,CN108374056-A,ZHOU H
1270,CN108374056-A,SU X
1271,CN108374056-A,CHANG Y
1272,WO2018140766-A2,ACKERMAN S
1273,WO2018140766-A2,HERMANN J R
1274,WO2018140766-A2,HERNANDEZ L A
1275,WO2018140766-A2,HOBBS L A
1276,WO2018140766-A2,IYER A V
1277,WO2018140766-A2,OCONNER S
1278,WO2018140766-A2,PATTERSON A R
1279,WO2018140766-A2,VAUGHN E M
1280,WO2018140766-A2,VICTORIA J G
1281,WO2018140766-A2,AKKERMAN S
1282,WO2018138644-A2,HUANG L
1283,WO2018138644-A2,KO S
1284,WO2018138644-A2,KE S
1285,WO2018138644-A2,HUANG S
1286,WO2018138644-A2,HUANG L M
1287,WO2018138644-A2,KO S H
1288,US2018215823-A1,SMITH E
1289,US2018215823-A1,PAPADOPOULOS N J
1290,WO2018138292-A1,BERGVALL K
1291,WO2018138292-A1,CLARSUND M P
1292,WO2018138292-A1,LINDBERG F
1293,CN108339017-A,SHIN Y
1294,CN108339017-A,PARK C
1295,CN108339017-A,KIM Y
1296,CN108339017-A,JIN A
1297,CN108324715-A,TAN W
1298,CN108324715-A,SHEN L
1299,CN108324715-A,HUANG B
1300,CN108324715-A,NIU J
1301,WO2018135882-A1,NA K
1302,WO2018135882-A1,JEONG H Y
1303,WO2018135882-A1,JUNG H
1304,WO2018135882-A1,LEEJUNGJOO
1305,WO2018134265-A1,FORREST M D
1306,CN108318685-A,TANG Y
1307,CN108318685-A,LIANG Z
1308,CN108315490-A,ZHU X
1309,CN108315490-A,WU X
1310,CN108318686-A,ZHOU Y
1311,CN108318686-A,FAN C
1312,CN108318686-A,NI H
1313,CN108318686-A,ZHU Z
1314,CN108318686-A,HOU X
1315,CN108318686-A,SHAO H
1316,CN108318686-A,WU R
1317,CN108318686-A,REN Y
1318,CN108318686-A,GAO G
1319,CN108318686-A,JIA W
1320,CN108318686-A,WANG M
1321,CN108318686-A,HU L
1322,CN108318686-A,MENG Y
1323,CN108318686-A,CHENG S
1324,CN108318686-A,WANG X
1325,CN108318686-A,BAI B
1326,CN108318686-A,HUANG X
1327,CN108277298-A,JIAO W
1328,CN108277298-A,XU Y
1329,CN108277298-A,WANG Z
1330,CN108277298-A,LANG L
1331,CN108277298-A,WANG K
1332,CN108277298-A,ZHANG L
1333,CN108277298-A,XU F
1334,WO2018129188-A1,HAWTHORNE L
1335,WO2018129188-A1,DODGSON J
1336,WO2018129188-A1,BALDWIN R
1337,WO2018129207-A1,HAWTHORNE L
1338,WO2018129207-A1,DODGSON J
1339,WO2018129233-A1,PIERCE G
1340,WO2018129233-A1,CROW S A
1341,WO2018129233-A1,KELLER A
1342,WO2018129270-A1,STEPHAN M
1343,KR2018078402-A,KANG M L
1344,KR2018078402-A,DONG O C
1345,KR2018078402-A,HYUN H L
1346,KR2018079136-A,H
1347,US2018185380-A1,LANG I
1348,US2018185380-A1,PAPATSAS I
1349,WO2018115527-A2,RAUCH S
1350,WO2018116198-A1,MHALASAKANT D R
1351,WO2018116198-A1,SHANKAR P S
1352,WO2018116198-A1,REDDY P R S
1353,WO2018116198-A1,CHAHAR S D
1354,WO2018116198-A1,RAVINDRA Y L
1355,WO2018116198-A1,SINGH C P
1356,WO2018116198-A1,DATTATRAY A N
1357,WO2018116198-A1,DHERE R M
1358,WO2018116198-A1,PISAL S S
1359,WO2018116198-A1,PEDDI R S
1360,WO2018116198-A1,SINGH D C
1361,WO2018116198-A1,YEOLEKAR L R
1362,WO2018116198-A1,CHOUHAN P S
1363,WO2018116198-A1,AVALASKAR N D
1364,WO2018116198-A1,SRINIVAS REDDY P R
1365,WO2018112648-A1,BOUDREAULT P
1366,WO2018112648-A1,COLOMBO E
1367,WO2018112648-A1,LEDUC R
1368,WO2018112648-A1,MARSAULT E
1369,WO2018112648-A1,PLANCQ B
1370,WO2018112648-A1,RICHTER M
1371,RU2658351-C1,DUBOVOI A S
1372,RU2658351-C1,SAMUSEVA G N
1373,US2018161381-A1,MANURUNG S
1374,US2018161381-A1,GROSS G
1375,US2018161381-A1,LAMBERS T T
1376,US2018161381-A1,VAN TOL E A F
1377,WO2018107129-A1,ABUDAYYEH O
1378,WO2018107129-A1,COLLINS J J
1379,WO2018107129-A1,GOOTENBERG J
1380,WO2018107129-A1,ZHANG F
1381,WO2018107129-A1,LANDER E S
1382,WO2018107129-A1,COLLINS J
1383,US2018163230-A1,BUBLOT M
1384,US2018163230-A1,MEBATSION T
1385,US2018163230-A1,PRITCHARD J
1386,US2018163230-A1,LINZ P
1387,US2018163230-A1,KASSA A
1388,US2018163230-A1,BUBLO M
1389,US2018162835-A1,IOANNIDIS S
1390,US2018162835-A1,TALBOT A C
1391,US2018162835-A1,FOLLOWS B
1392,US2018162835-A1,BUCKMELTER A J
1393,US2018162835-A1,WANG M
1394,US2018162835-A1,CAMPBELL A
1395,US2018162835-A1,LANCIA D R
1396,CN108129366-A,HAN J
1397,CN108129366-A,DONG L
1398,CN108129366-A,MEI H
1399,CN108129366-A,ZHANG J
1400,CN108129366-A,PAN Y
1401,WO2018097603-A2,KIM H
1402,WO2018097603-A2,HAM D S
1403,WO2018097603-A2,KWON T
1404,WO2018097603-A2,KIM C S
1405,WO2018097603-A2,SEO K
1406,WO2018097603-A2,HAK K
1407,WO2018097603-A2,DONG S H
1408,WO2018097603-A2,TEAWOO K
1409,WO2018097603-A2,CHANG S K
1410,WO2018097603-A2,HUN K
1411,WO2018097603-A2,KI W S
1412,WO2018098133-A1,PUSHKO P
1413,WO2018098133-A1,TRETYAKOVA I
1414,CN108085417-A,YUE H
1415,CN108085417-A,TANG C
1416,CN108085417-A,HE Q
1417,WO2018091965-A1,MALCOLM B
1418,WO2018091965-A1,WECHSELBERGER R
1419,WO2018091965-A1,MALCOLM B A
1420,WO2018094241-A1,DU L
1421,WO2018094241-A1,LI F
1422,WO2018094241-A1,JIANG S
1423,WO2018094241-A1,ZHOU Y
1424,WO2018094403-A1,DESLOUCHES B
1425,WO2018094403-A1,DI Y
1426,CN108060272-A,JIAO W
1427,CN108060272-A,XU Y
1428,CN108060272-A,ZHAO J
1429,CN108060272-A,WANG K
1430,CN108060272-A,WANG Z
1431,CN108060272-A,LI Z
1432,CN108060272-A,ZHANG L
1433,CN108060272-A,SUN Z
1434,CN108060272-A,WANG F
1435,CN108060272-A,LANG L
1436,CN108060272-A,ZHOU C
1437,CN108060272-A,YOU Y
1438,CN108060272-A,XU F
1439,KR2018052317-A,AHN J Y
1440,KR2018052317-A,SONG M S
1441,KR2018052317-A,B
1442,KR1857684-B1,KIM S S
1443,KR1857684-B1,YANG J S
1444,KR1857684-B1,NAM Y S
1445,KR1857684-B1,KIM S B
1446,KR1857684-B1,OH J H
1447,KR1857685-B1,KIM S S
1448,KR1857685-B1,YANG J S
1449,KR1857685-B1,NAM Y S
1450,KR1857685-B1,KIM S B
1451,KR1857685-B1,KIM J
1452,CN108018261-A,TIAN K
1453,CN108018261-A,LIU Y
1454,CN108018261-A,LIU C
1455,CN108018261-A,SUN J
1456,CN108018261-A,ZHANG X
1457,JP2018068193-A,IKEE A
1458,JP2018068193-A,NAKAJIMA T
1459,JP2018068193-A,SUTO A
1460,CN107982357-A,ZHOU G
1461,WO2018081318-A1,GRAHAM B
1462,WO2018081318-A1,MCLELLAN J
1463,WO2018081318-A1,WARD A
1464,WO2018081318-A1,COTTRELL C
1465,WO2018081318-A1,JOYCE M G
1466,WO2018081318-A1,KANEKIYO M
1467,WO2018081318-A1,WANG N
1468,WO2018081318-A1,PALLESEN J
1469,WO2018081318-A1,YASSINE H
1470,WO2018081318-A1,TURNER H
1471,WO2018081318-A1,KIRCHDOERFER R
1472,WO2018081318-A1,CORBETT K
1473,US2018117116-A1,MARSHALL C P
1474,CN107970446-A,WU J
1475,CN107970446-A,LIU J
1476,CN107970446-A,YUAN S
1477,CN107970446-A,LIU S
1478,CN107970446-A,DU Y
1479,CN107970446-A,LIU X
1480,CN107970446-A,XIE J
1481,CN107970446-A,BAI A
1482,CN107970446-A,QIN S
1483,WO2018073549-A1,ROSA-CALATRAVA M
1484,WO2018073549-A1,TERRIER O
1485,WO2018073549-A1,PROUST A
1486,WO2018073549-A1,MOULES V
1487,WO2018073549-A1,ROSA C M
1488,AU2018202168-A1,WIGHTMAN P D
1489,CN107955839-A,HE D
1490,CN107955839-A,YU L
1491,CN107955839-A,SU D
1492,CN107955839-A,XU S
1493,CN107955839-A,LIANG W
1494,KR2018040164-A,KIM S H
1495,KR2018040164-A,LEE J B
1496,KR2018040164-A,KIM E S
1497,KR2018040164-A,GIL G A
1498,KR2018040164-A,LEE S Y
1499,KR2018040164-A,KWAK A R
1500,EP3308786-A1,WERNER S
1501,EP3308786-A1,MEYER M
1502,EP3308786-A1,MADDALUNO L
1503,EP3305289-A1,GRUENWELLER A
1504,EP3305289-A1,HARTMANN R K
1505,EP3305289-A1,LANGE-GRUENWELLER K
1506,EP3305289-A1,SCHULTE F
1507,EP3305289-A1,BECKER S
1508,EP3305289-A1,BIEDENKOPF N
1509,EP3305289-A1,ZIEBUHR J
1510,EP3305289-A1,MUELLER C
1511,EP3305289-A1,SCHLITZER M
1512,EP3305290-A1,GRUENWELLER A
1513,EP3305290-A1,HARTMANN R K
1514,EP3305290-A1,LANGE-GRUENWELLER K
1515,EP3305290-A1,SCHULTE F
1516,EP3305290-A1,BECKER S
1517,EP3305290-A1,BIEDENKOPF N
1518,EP3305290-A1,ZIEBUHR J
1519,EP3305290-A1,MUELLER C
1520,EP3305290-A1,SCHLITZER M
1521,CN107880120-A,PAN Y
1522,CN107880120-A,DONG J
1523,CN107880120-A,CHEN R
1524,CN107875381-A,DONG J
1525,CN107875381-A,CHEN R
1526,CN107875381-A,ZHANG L
1527,WO2018062954-A1,LEE M
1528,WO2018062954-A1,LEE J
1529,WO2018062954-A1,HAN W
1530,WO2018062954-A1,LEE M K
1531,WO2018062954-A1,LEE J K
1532,WO2018062954-A1,HAN W S
1533,US2018092932-A1,AGNEW B
1534,US2018092932-A1,GRAHAM D
1535,US2018092932-A1,SINGH U
1536,US2018092932-A1,GRECIAN S
1537,WO2018055040-A1,PERRY M
1538,WO2018055040-A1,KARABELAS K
1539,WO2018055040-A1,MOGEMARK M
1540,WO2018055040-A1,BOLD P
1541,WO2018055040-A1,TYRCHAN C
1542,WO2018055040-A1,NIKITIDIS A
1543,WO2018055040-A1,PETERSEN J
1544,WO2018055040-A1,BORJESSON U
1545,WO2018055040-A1,BOERJESSON U
1546,WO2018055040-A1,BORLD P
1547,WO2018055040-A1,PETERSON J
1548,WO2018057710-A1,KRUEGER T
1549,WO2018057710-A1,WHITLOCK D R
1550,WO2018057710-A1,KRUG T
1551,US2018086818-A1,GROSSMAN A S
1552,US2018086818-A1,MOND J
1553,US2018086818-A1,GROSSMAN J B
1554,US2018086818-A1,GOLDSTEIN D A
1555,CN107831317-A,WU J
1556,CN107831317-A,ZHANG J
